ItemName,PARA_1,PARA_2,PARA_3,PARA_4,PARA_5,PARA_6,PARA_7,PARA_8,PARA_9,PARA_10,PARA_11,PARA_12,PARA_13,PARA_14,PARA_15,PARA_16,PARA_17,PARA_18,PARA_19,PARA_20,PARA_21,PARA_22,PARA_23,PARA_24,PARA_25,PARA_26,PARA_27,PARA_28,PARA_29,PARA_30,PARA_31,PARA_32,PARA_33,PARA_34,PARA_35,PARA_36,PARA_37,PARA_38,PARA_39,PARA_40,PARA_41,PARA_42,PARA_43,PARA_44,PARA_45
PR11VC008-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
11VC008-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR09VC013-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR13VC016-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
13VC016-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR12VC002-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
12VC002-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR4VC013-A,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
4VC013-A-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
7CA027-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
K7CA027-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA027-F,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
7CA024-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
K7CA024-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA024-F,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
K7CA023-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
7CA023-F-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA023-F,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR13CA021-AUS,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC023-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC021-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC024-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC020-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC022-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
18VC019-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
18VC020-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
18VC021-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
18VC022-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
18VC023-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC025-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR11VC012-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC014-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC016-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC017-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR13CA021-A,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR11CA011-AUS,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR18VC014-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC015-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR19CA055-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR19CA056-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR19CA057-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
