ItemName,PARA_1,PARA_2,PARA_3,PARA_4,PARA_5,PARA_6,PARA_7,PARA_8,PARA_9,PARA_10,PARA_11,PARA_12,PARA_13,PARA_14,PARA_15,PARA_16,PARA_17,PARA_18,PARA_19,PARA_20,PARA_21,PARA_22,PARA_23,PARA_24,PARA_25,PARA_26,PARA_27,PARA_28,PARA_29,PARA_30,PARA_31,PARA_32,PARA_33,PARA_34,PARA_35,PARA_36,PARA_37,PARA_38,PARA_39,PARA_40,PARA_41,PARA_42,PARA_43,PARA_44,PARA_45
PR19CA059-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
3CY003-E,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC018-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR5CA002-B,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR07CA004-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR12CA016-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR4CA004-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA006-E-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR12CA002-A-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR12CA009-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA085-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA085-0US,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA086-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA086-0US,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR13CA007-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR12CA022-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA016-D-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR10CA011-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR13CA018-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR6CA007-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA023-F-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA024-F,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR7CA027-F-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR8CA001-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR09CA006-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA086-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA053-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR13CA007-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR07CA009-B,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR20VC081-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR20VC078-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR2CA001-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA011-001,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR14VC032-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR14VC034-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR14VC028-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
5CA005,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
6VC004,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
4VC007,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
4VC009-B-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
08VC019-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
10VC012-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
11VC006-A,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
13VC016-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
12CA001-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
10CA014-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
12CA015-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
15VC006-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
08VC020-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
16VC007-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
13CA017-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
12CA008-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC008-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR11VC006-A,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR12CA015-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR08VC019-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR10VC012-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR15VC008-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR17VC009-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR19CA044-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR07CA001-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR10CA014-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR4VC009-B,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
15VC008-0-VN,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR12CA008-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR12CA001-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR15VC006-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
10CA006-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
17VC009-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC026-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC027-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC028-0,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR10CA007-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA086-0US-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA085-0 -T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
BPR20CA053-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR11VC008-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR09VC010-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR4VC013-A-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR0CA002-A-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR12VC002-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR10VC005-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR1CA001-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR09VC003-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC008-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR13VC016-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR10VC008-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR16VC009-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR10VC012-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR15VC008-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR17VC009-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR15VC006-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC026-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC027-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR21VC028-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR07CA009-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR5CA004-C-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR5CA002-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR11VC012-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR4VC006-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
KPR6VC003-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR11VC006-A-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR08VC019-0-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
PR4VC009-B-T,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
SAMPLE-TEST,239,231,224,210,0,0,0,0,21,19,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,337,0,100,100,100,100,100,1,0,0,0,0,0,0
